order,ObjectID,ObjectName,CollectionID,Collection,DateBeginYear,DateEndYear,DateText,Title,Classification,Creator,PrimaryImage
2677,33318,paintings,65,South and Southeast Asian Art,1901,1950,1st half 20th century,Narrative Scroll: Vessantara Jataka,Painting & Drawing,Thai,http://static.thewalters.org/images/CUR_35.290_LtRtCtr_DD_2013_merged.jpg
2678,33328,panel paintings,8,Renaissance and Baroque Art,1478,1502,ca. 1490,Virgin and Child with Saints and Donor,Painting & Drawing,"Carlo Crivelli (Italian, ca. 1430 - ca. 1495)",http://static.thewalters.org/images/PS1_37.593_Fnt_DD_T14.jpg
2679,33337,drawings (visual works),7,18th and 19th Century Art,1847,1871,ca. 1859,Intoxicated Man and Boy,Painting & Drawing,"Paul Gavarni (French, 1804-1866)",http://static.thewalters.org/images/PS3_37.1498_Fnt_DD_T13.jpg
2680,33352,paintings,7,18th and 19th Century Art,1877,1877,1877,Hunting Scene,Painting & Drawing,"Hugh Bolton Jones (American, 1848-1927)",http://static.thewalters.org/images/PS1_37.2740_AT_DD_T14.jpg
2681,33369,oil paintings (visual works),8,Renaissance and Baroque Art,1618,1697,ca. 1630-1685,"""Salvator Mundi""",Painting & Drawing,"Sassoferrato (Italian, 1609-1685)",http://static.thewalters.org/images/PL7_37.1824_Fnt_BW.jpg
2682,33395,oil paintings (visual works),8,Renaissance and Baroque Art,1480,1495,1480-1495,Saint Sebastian and a Bishop Saint,Painting & Drawing,"Attributed to the Master of the Virgo inter Virgines (North Netherlandish, active ca. 1483-1498)",http://static.thewalters.org/images/PL1_37.299_Fnt_TR_T85III.jpg
2683,33407,altarpieces; paintings,8,Renaissance and Baroque Art,1495,1500,1495-1500,Pilate Washing His Hands of Guilt for Christ's Death,Painting & Drawing,"Bernhard Strigel (German, 1460-1528)",http://static.thewalters.org/images/PL1_37.665_Fnt_TR_T89III.jpg
2684,33428,paintings,7,18th and 19th Century Art,1796,1877,1796-1877,Young Cooper At Work,Painting & Drawing,"Jean Baptiste Madou (Belgian, 1796-1877)",http://static.thewalters.org/images/PL7_37.1268_Fnt_BW_T83.jpg
2685,33443,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,Large Encampment Nr the Cut Rocks,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PL1_37.1940.110_Fnt_TR_II.jpg
2686,33452,paintings,7,18th and 19th Century Art,1873,1897,ca. 1885-1890,Landscape with Canal,Painting & Drawing,"Jacobus Hendricus Maris (Dutch, 1837-1899)",http://static.thewalters.org/images/PL2_37.202_Fnt_BW.jpg
2687,33487,paintings,8,Renaissance and Baroque Art,1468,1492,ca. 1480,Saint John the Baptist in a Landscape,Painting & Drawing,"Giovanni Corente (Italian, active 15th century)",http://static.thewalters.org/images/PL1_37.1162_Fnt_TR_T99III.jpg
2688,33516,paintings,7,18th and 19th Century Art,1833,1883,ca.1858,Portrait of a Sailor,Painting & Drawing,"Sir Lawrence Alma-Tadema, R.A., O.M. (Anglo-Dutch, 1836-1912)",http://static.thewalters.org/images/ARG_37.2663_Fnt_UK.jpg
2689,33526,color woodcuts,1,East Asian Art,1861,1861,1861,English Man and Woman,Prints,"Yoshiiku (Japanese, 1833-1904)",http://static.thewalters.org/images/PS3_95.288_Fnt_DD_JP092.jpg
2690,33542,albums (books); folios (leaves); paintings,1,East Asian Art,1401,1500,15th century,Traveling on a Raft,Painting & Drawing,Chinese,http://static.thewalters.org/images/PS1_35.94_Fnt_DD_T09.jpg
2691,33546,color woodcuts,1,East Asian Art,1868,1912,1868-1912,Imoseyama onna teikin,Prints,Konobu (Japanese),http://static.thewalters.org/images/PS3_95.367_Fnt_DD_JP09.jpg
2692,33562,watercolors (paintings),7,18th and 19th Century Art,1862,1865,1862-1865,"Chickens, Ducks and Farm Buildings",Painting & Drawing,"Th\xc3\xa9ophile-Victor-\xc3\x89mile Lemmens (French, 1821-1867)",http://static.thewalters.org/images/ARG_37.1637_Fnt_BW.jpg
2693,33568,drawings (visual works),7,18th and 19th Century Art,1848,1872,ca. 1860,Young Man and Woman by a Gate,Painting & Drawing,"Augustus Hoppin (American, 1828-1896)",http://static.thewalters.org/images/PS3_37.1946_Fnt_DD_KI13.jpg
2694,33592,paintings,7,18th and 19th Century Art,1816,1832,After 1816,Francis Scott Key (1779-1843),Painting & Drawing,"Joseph Wood (American, 1778-ca. 1832)",http://static.thewalters.org/images/PL7_37.871_Fnt_BW_C40.jpg
2695,33606,oil paintings (visual works),8,Renaissance and Baroque Art,1700,1710,1700-1710,Still Life of Flowers and Fruits in a Garden,Painting & Drawing,"Franz Werner von Tamm (German, 1658-1724) (?)",http://static.thewalters.org/images/PL9_37.1674_Fnt_SL.jpg
2696,33607,oil paintings (visual works); panel paintings,7,18th and 19th Century Art,1868,1868,1868,"Venice, Midday",Painting & Drawing,"F\xc3\xa9lix Fran\xc3\xa7ois Georges Philibert Ziem (French, 1821-1911)",http://static.thewalters.org/images/PS1_37.167_Fnt_DD_T14.jpg
2697,33611,color woodcuts; reproductions,1,East Asian Art,1753,1806,1753-1806,Courtesans Playing a Board Game,Prints,"Kitagawa Utamaro (Japanese, 1753-1806)",http://static.thewalters.org/images/PS3_95.420_Fnt_DD_JP09.jpg
2698,33616,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,Indian Toilet,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS1_37.1940.166_Fnt_DD_T09.jpg
2699,33618,panel paintings,8,Renaissance and Baroque Art,1490,1495,1490-1495,Madonna and Child with Two Seraphim,Painting & Drawing,"Piermatteo d'Amelia (Italian, ca. 1450-1508)",http://static.thewalters.org/images/PL7_37.477_Fnt_BW.jpg
2700,33619,watercolors (paintings),7,18th and 19th Century Art,1848,1872,ca. 1860,Man in Turkish Dress,Painting & Drawing,"Paul Gavarni (French, 1804-1866)",http://static.thewalters.org/images/PS1_37.1495_Fnt_DD_T13.jpg
2701,33640,watercolors (paintings),7,18th and 19th Century Art,1858,1882,ca. 1870,Schoolboy,Painting & Drawing,"Andr\xc3\xa9-Henri Dargelas (French, 1828-1906)",http://static.thewalters.org/images/ARG_37.1601_Fnt_BW.jpg
2702,33666,watercolors (paintings),7,18th and 19th Century Art,1837,1874,mid 19th century,Wharf Rat,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2668_Fnt_DD_KI13.jpg
2703,33672,paintings; drawings,7,18th and 19th Century Art,1859,1859,1859,Winter landscape,Painting & Drawing,"Fran\xc3\xa7ois R\xc3\xa9gis Gignoux (French, active in the United States, 1816-1882)",http://static.thewalters.org/images/PS1_37.1569_Fnt_DD_T13.jpg
2704,33675,woodblock prints,1,East Asian Art,1872,1872,1872,Tokyo meisho sanjuroku gisen,Prints,"Ikkei (Japanese, active 1870s)",http://static.thewalters.org/images/PS3_95.670_Fnt_DD_JP09.jpg
2705,33694,color woodcuts,1,East Asian Art,1809,1841,ca. 1821-1841,Arashi Kanjuro as Giheiji in Mud,Prints,"Utagawa Toyokuni III (Japanese, 1786-1864)",http://static.thewalters.org/images/PS3_95.473_Fnt_DD_JP09.jpg
2706,33712,panel paintings; altarpieces,8,Renaissance and Baroque Art,1490,1499,1490-1499,St. Lucy,Painting & Drawing,"Girolamo di Benvenuto (Italian, 1470 - 1524)",http://static.thewalters.org/images/PL7_37.721_Fnt_BW.jpg
2707,33726,oil paintings (visual works),7,18th and 19th Century Art,1849,1849,1849,Old '76 and Young '48,Painting & Drawing,"Richard Caton Woodville (American, 1825-1855)",http://static.thewalters.org/images/PS1_37.2370_ATFnt_DD_T11.jpg
2708,33731,drawings (visual works),7,18th and 19th Century Art,1843,1867,ca. 1855,Barnyard with Boy and Horse,Painting & Drawing,"David Hunter Strother (American, 1816-1888)",http://static.thewalters.org/images/PS3_37.1967_Fnt_DD_KI13.jpg
2709,33743,drawings (visual works); sketches,7,18th and 19th Century Art,1820,1844,ca. 1832,Sketches of a Lion,Painting & Drawing,"Antoine-Louis Barye (French, 1795 - 1875)",http://static.thewalters.org/images/PS1_37.2248_Fnt_DD_T10.jpg
2710,33745,watercolors (paintings),7,18th and 19th Century Art,1825,1875,mid 19th century,Christian Peasant,Painting & Drawing,"Charles Edouard Armand-Dumaresq (French, 1826-1895)",http://static.thewalters.org/images/ARG_37.1300_Fnt_BW.jpg
2711,33759,paintings; oil paintings,8,Renaissance and Baroque Art,1675,1700,1675-1700,Portrait of a Man,Painting & Drawing,French (?),http://static.thewalters.org/images/PL2_37.252_Fnt_BW_H52.jpg
2712,33760,color woodcuts,1,East Asian Art,1847,1848,1847-1848,Seichu gishi den,Prints,"Utagawa Kuniyoshi (Japanese, 1798-1861)",http://static.thewalters.org/images/PS3_95.29_Fnt_DD_JP09.jpg
2713,33761,oil paintings (visual works),7,18th and 19th Century Art,1853,1865,ca. 1865,"Venice, Evening",Painting & Drawing,"F\xc3\xa9lix Fran\xc3\xa7ois Georges Philibert Ziem (French, 1821-1911)",http://static.thewalters.org/images/PL1_37.158_FntA_TR_C80IA.jpg
2714,33812,oil paintings (visual works),7,18th and 19th Century Art,1867,1867,1867,Arab Fantasia,Painting & Drawing,"Mariano Jos\xc3\xa9 Mar\xc3\xada Bernardo Fortuny y Carbo (Spanish, 1838-1874)",http://static.thewalters.org/images/PS1_37.191_Fnt_DD_T17-tms.jpg
2715,33820,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,Wild Horses,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.1940.176_Fnt_DD_KI13.jpg
2716,33835,color woodcuts,1,East Asian Art,1818,1842,ca. 1830,"Komurasaki, a Courtesan of Tamaya House",Prints,"Utagawa Toyokuni III (Japanese, 1786-1864)",http://static.thewalters.org/images/PS3_95.786_Fnt_DD_JP09.jpg
2717,33836,paintings,7,18th and 19th Century Art,1902,1902,1902,View of North Africa at Dawn,Painting & Drawing,"Henri Emilien Rousseau (French, 1875-1933)",http://static.thewalters.org/images/PS1_37.2639_Fnt_DD_ASTKW18-tms.jpg
2718,33839,oil paintings (visual works); panel paintings; portraits,8,Renaissance and Baroque Art,1650,1660,1650-1660,Portrait of a Peasant Woman,Painting & Drawing,Venetian (Italian),http://static.thewalters.org/images/PL7_37.1904_Fnt_BW.jpg
2719,33847,drawings (visual works),7,18th and 19th Century Art,1883,1883,1883,Moslem at Prayer,Painting & Drawing,"Charles Bargue (French, 1826-1883)",http://static.thewalters.org/images/PS1_37.1339_Fnt_DD_T15-tms.jpg
2720,33854,woodblock prints,1,East Asian Art,1858,1858,1858,Mitate Sanko no Uchi,Prints,"Utagawa Toyokuni III (Japanese, 1786-1864)",http://static.thewalters.org/images/PS3_95.752_Fnt_DD_JP09.jpg
2721,33858,kakemono; scroll paintings,1,East Asian Art,1675,1725,late 17th-early 18th century,Mount Fuji in the Spring,Painting & Drawing,"Kano Tsunenobu (Japanese, 1636-1713)",http://static.thewalters.org/images/PS1_35.203_Fnt_DD_T07.jpg
2722,33892,watercolors (paintings),7,18th and 19th Century Art,1864,1864,1864,Landscape with Thistle and Weeds,Painting & Drawing,"L\xc3\xa9on Bonvin (French, 1834-1866)",http://static.thewalters.org/images/PS1_37.1520_Fnt_DD_T11.jpg
2723,33900,oil paintings (visual works); panel paintings,8,Renaissance and Baroque Art,1510,1534,ca. 1522,The Holy Family with St. John the Baptist,Painting & Drawing,"Attributed to Niccol\xc3\xb2 Soggi (Italian, ca. 1479 - ca. 1552)",http://static.thewalters.org/images/PL7_37.526_Fnt_BW.jpg
2724,33932,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,Antoine Clement,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.1940.37_Fnt_DD_KI13.jpg
2725,33943,oil paintings (visual works); tondi,8,Renaissance and Baroque Art,1503,1527,ca. 1515,Madonna and Child with Saint John the Baptist,Painting & Drawing,"Giovanni Antonio Sogliani (Italian, 1492-1544)",http://static.thewalters.org/images/PL7_37.524_Fnt_BW.jpg
2726,33961,woodblock prints; polyptychs,1,East Asian Art,1850,1850,1850,Polytych: Suikoden gohen,Prints,"Konishi Hirosada (Japanese, 1810-1864)",http://static.thewalters.org/images/PL2_95.733_Fnt_BW_T96.jpg
2727,33968,oil paintings (visual works),8,Renaissance and Baroque Art,1650,1700,2nd half 17th century,Battle Scene,Painting & Drawing,"Ciccio Graziani (Italian, active 17th century)",http://static.thewalters.org/images/PL7_37.845_Fnt_BW.jpg
2728,33973,icons,12,Medieval Art,1475,1499,late 15th century,"Annunciation, Saint George Killing the Dragon",Painting & Drawing,Greek,http://static.thewalters.org/images/PS1_37.725_Fnt_DD_T13.jpg
2729,33982,color woodcuts,1,East Asian Art,1845,1845,1845,Ogura nazorae hyakunin isshu,Prints,"Ando Hiroshige (Japanese, 1797-1858)",http://static.thewalters.org/images/PS3_95.664_Fnt_DD_JP09.jpg
2730,34014,kakemono; scroll paintings,1,East Asian Art,1601,1700,17th century,Visit of the Queen Mother of the West,Painting & Drawing,Chinese,http://static.thewalters.org/images/PL7_35.42_Fnt_BW_C37.jpg
2731,34036,oil paintings (visual works); panel paintings,7,18th and 19th Century Art,1875,1875,1875,At the Well,Painting & Drawing,"Eug\xc3\xa8ne Fromentin (French, 1820-1876)",http://static.thewalters.org/images/PL2_37.100_Fnt_BW.jpg
2732,34067,icons,12,Medieval Art,1701,1800,18th century,Saint Catherine of Alexandria with Three Scenes from Her Life,Painting & Drawing,Greek,http://static.thewalters.org/images/PS1_37.2753_Fnt_DD_T07.jpg
2733,34072,oil paintings (visual works); panel paintings,7,18th and 19th Century Art,1860,1869,1860-1869,The Banks of the Bouzanne River,Painting & Drawing,"Th\xc3\xa9odore Rousseau (French, 1812-1867)",http://static.thewalters.org/images/PS1_37.137_Fnt_DD_T08.jpg
2734,34082,color woodcuts,1,East Asian Art,1838,1862,ca. 1850,Chuko junishi no uchi,Prints,"Sadanobu I (Japanese, 1809-1879)",http://static.thewalters.org/images/PS3_95.738_Fnt_DD_JP09.jpg
2735,34086,drawings (visual works),7,18th and 19th Century Art,0,0,n.d.,Children at Prayer,Painting & Drawing,"Antoine \xc3\x89douard Joseph Moulinet (French, 1833-1891)",http://static.thewalters.org/images/PS1_37.1389_Fnt_DD_T09.jpg
2736,34089,color woodcuts,1,East Asian Art,1839,1863,ca. 1851-1853,Sono sugata Murasaki no utsushi-e,Prints,"Utagawa Toyokuni III (Japanese, 1786-1864)",http://static.thewalters.org/images/PS3_95.806_Fnt_DD_JP09.jpg
2737,34092,color woodcuts,1,East Asian Art,1821,1821,1821,Meiboku Sendai Hagi,Prints,"Hokushu (Japanese, active 1810-32)",http://static.thewalters.org/images/PS3_95.293_Fnt_DD_JP09.jpg
2738,34099,drawings (visual works),7,18th and 19th Century Art,1865,1865,1865,Interior: Woman Kneeling at Prie-dieu,Painting & Drawing,"Alexandre Bida (French, 1823-1895)",http://static.thewalters.org/images/PS1_37.1415_Fnt_DD_T09.jpg
2739,34105,paintings,8,Renaissance and Baroque Art,1375,1425,ca. 1400,The Madonna of Humility with Saints and Angels,Painting & Drawing,"Master of the Straus Madonna (Italian, active late 14th-early 15th century)",http://static.thewalters.org/images/PL7_37.729_Fnt_BW.jpg
2740,34116,emakimono; hand scrolls,1,East Asian Art,1701,1800,18th century,Mule-train Proceeding Through a Hilly Landscape,Painting & Drawing,"Qian Weicheng (Chinese, 1720-1772)",http://static.thewalters.org/images/PL2_35.52_Fnt_NF_C37.jpg
2741,34125,panel paintings,8,Renaissance and Baroque Art,1488,1512,ca. 1500,The Death of St. Jerome,Painting & Drawing,"Bartolomeo di Giovanni (Italian, active 1488-ca. 1500)",http://static.thewalters.org/images/PL7_37.428C_Fnt_BW_H70.jpg
2742,34165,albums (books); drawings,7,18th and 19th Century Art,1825,1870,1825-1870,Serenaders Under the Wrong Window,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2519.8_Fnt_DD_KI13.jpg
2743,34167,paintings,7,18th and 19th Century Art,1816,1832,1816,Francis Scott Key (1779-1830),Painting & Drawing,"Joseph Wood (American, 1778-ca. 1832)",http://static.thewalters.org/images/PS1_37.2654_Fnt_DD_T14.jpg
2744,34186,panel paintings; polyptychs,8,Renaissance and Baroque Art,1413,1437,ca. 1425,St. Lawrence,Painting & Drawing,"Attributed to Battista di Gerio (Italian, active early 15th century)",http://static.thewalters.org/images/PL7_37.733_Fnt_BW_H56.jpg
2745,34189,albums (books); paintings,1,East Asian Art,1801,1900,19th century,Album of Costumes,Painting & Drawing,Chinese,http://static.thewalters.org/images/PS1_35.180_Fnt_DD_T09.jpg
2746,34197,color woodcuts,1,East Asian Art,1862,1867,1862-1867,Jitsukawa Ensaburo as Oguri Hangan; Ichikawa Udanji I as Yakko Minesuke,Prints,"Utagawa Yoshitaki (Japanese, 1841-1899)",http://static.thewalters.org/images/PS3_95.459.1_Fnt_DD_JP09.jpg
2747,34202,watercolors (paintings),7,18th and 19th Century Art,1865,1865,1865,Glimpse in a Thicket,Painting & Drawing,"L\xc3\xa9on Bonvin (French, 1834-1866)",http://static.thewalters.org/images/PS1_37.1667_Fnt_DD_T11.jpg
2748,34203,paintings,7,18th and 19th Century Art,1838,1862,ca. 1850,Portrait of Mrs. Decatur Howard Miller (Eliza Credilla Hare),Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PL1_37.2557_Fnt_TR_C81III.jpg
2749,34211,paintings,7,18th and 19th Century Art,1853,1877,ca. 1865,Warming Up (Coachman Drinking),Painting & Drawing,"Charles Felix Blauvelt (American, 1824-1900)",http://static.thewalters.org/images/PS1_37.1950_Fnt_DD_T13.jpg
2750,34257,paintings,65,South and Southeast Asian Art,1830,1860,1830-1860,"Vessantara Jataka, Chapter 3 (The Gift)",Painting & Drawing,Thai,http://static.thewalters.org/images/PS1_35.272_Fnt_DD_T12.jpg
2751,34259,color woodcuts,1,East Asian Art,1857,1857,1857,Kinryu Unkichi Wearing a Dragon Kimono,Prints,"Utagawa Toyokuni III (Japanese, 1786-1864)",http://static.thewalters.org/images/PS3_95.301_Fnt_DD_JP09.jpg
2752,34264,paintings,65,South and Southeast Asian Art,1701,1900,18th-19th century,Phra Malai at the Culamani stupa in Indra's heaven,Painting & Drawing,Thai,http://static.thewalters.org/images/PS1_35.144_Fnt_DD_T12.jpg
2753,34269,paintings,65,South and Southeast Asian Art,1875,1900,late 19th century,"Vessantara Jataka, Chapter 11: While Jujaka Sleeps the Children are Cared For",Painting & Drawing,Thai,http://static.thewalters.org/images/PS1_35.238_Fnt_DD_T12.jpg
2754,34305,albums (books); folios (leaves); paintings,1,East Asian Art,1675,1699,ca. 1687,Mountains at Dawn,Painting & Drawing,"Zha Shibiao (Chinese, 1615-1698)",http://static.thewalters.org/images/PS1_35.208B_Fnt_DD_T09.jpg
2755,34342,color woodcuts,1,East Asian Art,1829,1853,ca. 1841-1848,Sai [ ] naniwa meisho,Prints,"Yoshiume (Japanese, 1819-1879)",http://static.thewalters.org/images/PS3_95.603_Fnt_DD_JP09.jpg
2756,34381,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,Elk Swimming the Platte,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.1940.98_Fnt_DD_KI13.jpg
2757,34385,oil paintings (visual works),8,Renaissance and Baroque Art,1623,1657,ca. 1635-1645,St. Agatha,Painting & Drawing,"Francesco Furini (Italian, 1603-1646)",http://static.thewalters.org/images/PL1_37.1839_Fnt_TR_T02IV.jpg
2758,34393,albums (books); folios (leaves); paintings,1,East Asian Art,1748,1749,1748-1749,Landscape,Painting & Drawing,Ch'ing-yen T'ang Tai,http://static.thewalters.org/images/PL2_35.196.11A_Fnt_BW_T94.jpg
2759,34407,oil paintings (visual works); portraits,8,Renaissance and Baroque Art,1708,1732,ca. 1720,Portrait of a Lady,Painting & Drawing,"Circle of Anton Domenico Gabbiani (Italian, 1652-1726)",http://static.thewalters.org/images/PL7_37.1846_Fnt_BW.jpg
